,z,cluster
33117,1,-1
20442,0,-1
30165,1,-1
5987,0,-1
32495,1,-1
37674,0,-1
22867,1,-1
32069,0,-1
34362,0,-1
31819,0,-1
33382,1,-1
6105,0,-1
6326,0,-1
34012,0,-1
36313,0,-1
335,1,-1
36474,0,-1
36197,1,-1
5811,1,-1
30509,1,-1
32653,0,-1
10240,0,-1
15024,0,-1
30555,0,-1
21115,1,-1
17331,0,-1
36926,0,-1
37591,0,-1
37646,0,-1
296,0,-1
31647,0,-1
20646,0,-1
30608,0,-1
34968,0,-1
30171,0,-1
36396,0,-1
10445,1,-1
31920,0,-1
31990,1,-1
6316,0,-1
38338,1,-1
32620,1,-1
30213,0,-1
36109,1,-1
15030,0,-1
26303,0,-1
38363,0,-1
29028,0,-1
34265,0,-1
37630,0,-1
36041,1,-1
36040,0,-1
21721,1,-1
30516,0,-1
39054,0,-1
16724,0,-1
37295,0,-1
10026,0,-1
38327,0,-1
33550,1,-1
28818,0,-1
31790,0,-1
35794,0,-1
34602,0,-1
33011,1,-1
31969,0,-1
11376,0,-1
38153,0,-1
26824,1,-1
24609,1,-1
18842,0,-1
34247,0,-1
199,1,-1
33171,1,-1
33904,0,-1
5043,1,-1
28259,0,-1
32741,0,-1
19272,0,-1
21734,1,-1
30379,0,-1
32258,0,-1
31725,1,-1
33821,0,-1
36602,0,-1
25041,0,-1
20153,1,-1
32672,1,-1
33886,0,-1
20756,0,-1
5342,0,-1
984,1,-1
24289,1,-1
20275,0,-1
19049,0,-1
30935,0,-1
32474,1,-1
31305,0,-1
32459,0,-1
38967,0,-1
7356,0,-1
5049,0,-1
31348,1,-1
33580,0,-1
19511,0,-1
20254,0,-1
10271,1,-1
28578,0,-1
36488,1,-1
33967,0,-1
20470,0,-1
35900,0,-1
34832,1,-1
34683,0,-1
36859,0,-1
31016,0,-1
34997,0,-1
